link,price_eur,region,sqm,floor,elevator,rooms,summary
https://www.imovirtual.com/pt/anuncio/apartamento-t3-c-terraco-na-venda-nova-amadora-ID1icBz,379000,"Rua Manuel de Matos, Venda Nova, Falagueira-Venda Nova, Amadora, Lisboa",120,0,não,T3,Apartamento T3 C/ Terraço na Venda Nova - Amadora
https://www.imovirtual.com/pt/anuncio/loja-com-projeto-aprovado-p-t2-na-parede-cascais-ID1icBw,375000,"Rua Vasco da Gama, Junqueiro, Carcavelos e Parede, Cascais, Lisboa",105,-1,sim,T2,Loja com projeto aprovado P/ T2 na Parede - Cascais
https://www.imovirtual.com/pt/anuncio/apartamento-t3-na-ajuda-ID1id34,385000,"Calçada da Ajuda, Calçada da Ajuda - Belém, Ajuda, Lisboa, Lisboa",95,1,não,T3,Apartamento T3 na Ajuda
https://www.imovirtual.com/pt/anuncio/apartamento-t3-para-venda-ID1id32,560000,"Rua Fernão Mendes Pinto - Infantado, Infantado, Loures, Loures, Lisboa",113,5,garagem,T3,Apartamento T3 para venda
https://www.imovirtual.com/pt/anuncio/apartamento-t3-para-venda-ID1id2Z,599900,"Rua José Estevão de Vasconcelos - Jardim da Radial, Ramada e Caneças, Odivelas, Lisboa",170,1,não,T3,Apartamento T3 para venda
https://www.imovirtual.com/pt/anuncio/apartamento-t2-para-venda-ID1id2P,370000,"Praceta Francisco Ferreira da Silva - Quinta da Piedade, Póvoa de Santa Iria, Póvoa de Santa Iria e Forte da Casa, Vila Franca de Xira, Lisboa",103,7,sim,T2,Apartamento T2 para venda
https://www.imovirtual.com/pt/anuncio/oportunidade-t3-em-benfica-com-otimos-acessos-ID1id2B,599900,"Bairro de Santa Cruz, Benfica, Lisboa, Lisboa",110,8,sim,T3,Oportunidade: T3 em Benfica com Ótimos Acessos
https://www.imovirtual.com/pt/anuncio/apartamento-t2-rua-carlos-george-s-n-olivais-lisboa-ID1h8Ci,640000,"Olivais Norte, Olivais, Lisboa, Lisboa",97,7,não,T2,Apartamento T2 - Rua Carlos George s/n - Olivais - Lisboa
https://www.imovirtual.com/pt/anuncio/apartamento-t3-no-empreendimento-oliving-conforto-e-modernidade-ID1hNxQ,725000,"Olivais Norte, Olivais, Lisboa, Lisboa",137,4,não,T3,Apartamento T3 no Empreendimento O'Living - Conforto e Modernidade ...
https://www.imovirtual.com/pt/anuncio/t3-com-duas-varandas-na-rua-pulido-valente-colinas-do-cruzeiro-ID1hNBP,543000,"Praça Cidade de Odivelas - Porto do Pinheiro, Odivelas, Odivelas, Lisboa",114,6,sim,T3,T3 com duas varandas na Rua Pulido Valente Colinas do Cruzeiro
https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-103-m-em-arroios-excelente-oportunidade-no-ce-ID1hVhu,550000,"Alameda - Praça do Chile - Almirante Reis, Arroios, Lisboa, Lisboa",103,3,não,T3,Apartamento T3 com 103 m² em Arroios - Excelente Oportunidade no Ce...
https://www.imovirtual.com/pt/anuncio/apartamento-t3-nas-colinas-do-cruzeiro-4-parqueamentos-arrecadacao-ID1hWfz,565000,"Odivelas, Odivelas, Lisboa",118,,sim,T3,Apartamento T3 nas Colinas do Cruzeiro | 4 Parqueamentos + Arrecadação
https://www.imovirtual.com/pt/anuncio/apartamento-t3-central-com-vista-rio-ID1hKxH,450000,"Travessa das Garagens, Bobadela, Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa",109,,não,T3,"Apartamento T3, central com vista rio"
https://www.imovirtual.com/pt/anuncio/fantastico-t3-na-rua-abel-manta-em-odivelas-ID1i5ak,445000,"Rua Abel Manta - Urbanização da Quinta Nova, Odivelas, Odivelas, Lisboa",123,1,garagem,T3,"Fantástico T3, Na rua Abel Manta  em Odivelas"
https://www.imovirtual.com/pt/anuncio/apartamento-97-m-santo-antonio-dos-cavaleiros-e-frielas-ID1hQy0,439000,"Rua José Monteiro da Rocha, Santo António dos Cavaleiros, Santo António dos Cavaleiros e Frielas, Loures, Lisboa",97,,sim,T2,"Apartamento, 97 m², Santo António dos Cavaleiros e Frielas"
https://www.imovirtual.com/pt/anuncio/apartamento-98-m-santo-antonio-dos-cavaleiros-e-frielas-ID1hQv6,442000,"Rua José Monteiro da Rocha, Santo António dos Cavaleiros, Santo António dos Cavaleiros e Frielas, Loures, Lisboa",98,,sim,T2,"Apartamento, 98 m², Santo António dos Cavaleiros e Frielas"
https://www.imovirtual.com/pt/anuncio/apartamento-131-m-ericeira-ID1grnd,600000,"Ericeira Norte, Ericeira, Mafra, Lisboa",131,2,não,T3,"Apartamento, 131 m², Ericeira"
https://www.imovirtual.com/pt/anuncio/apartamento-96-m-santo-antonio-dos-cavaleiros-e-frielas-ID1hQBu,435000,"Rua José Monteiro da Rocha, Santo António dos Cavaleiros, Santo António dos Cavaleiros e Frielas, Loures, Lisboa",96,,sim,T2,"Apartamento, 96 m², Santo António dos Cavaleiros e Frielas"
https://www.imovirtual.com/pt/anuncio/excelente-apartamento-t3-colinas-do-cruzeiro-ID1hXBh,565000,"Odivelas, Odivelas, Lisboa",118,5,sim,T3,Excelente Apartamento T3 - Colinas do Cruzeiro
https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-boas-areas-e-optima-exposicao-solar-ID1ic6g,370000,"Casal de São Brás - Vila Chã, Mina de Água, Amadora, Lisboa",105,,sim,T3,Apartamento T3 com boas áreas e óptima exposição solar
https://www.imovirtual.com/pt/anuncio/apartamento-t3-vale-flores-mem-martins-ID1hWF9,365000,"Bairro de São Carlos, Algueirão-Mem Martins, Sintra, Lisboa",123,3,não,T3,Apartamento T3 Vale Flores Mem Martins
https://www.imovirtual.com/pt/anuncio/t2-em-condominio-alcabideche-ID1hP0r,675000,"Rua Carlos Anjos, Amoreira, Alcabideche, Cascais, Lisboa",153,,não,T2,T2 em Condomínio |  Alcabideche
https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-vista-desafogada-em-alges-rua-margarida-palla-ID1hs4a,520000,"Algés, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa",134,9,sim,T2,Apartamento T2 com vista desafogada em Algés - Rua Margarida Palla
https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-boas-areas-em-sao-marcos-com-suite-e-lareira-ID1hVvZ,350000,"São Marcos, Cacém e São Marcos, Sintra, Lisboa",104,,sim,T3,"Apartamento T3 com boas áreas, em São Marcos, com suite e lareira"
https://www.imovirtual.com/pt/anuncio/apartamento-t3-mobilado-em-varge-mondar-rio-de-mouro-sintra-ID1icZi,380000,"Rua Joaquim Machado de Castro - Jardim das Olarias, Varge Mondar, Rio de Mouro, Sintra, Lisboa",110,3,sim,T3,"Apartamento T3 Mobilado, em Varge Mondar (Rio de Mouro, Sintra)"
